Name,NOC,Year,Number of Sports Athlete Plays,Number of Events Athlete Competes In,Number of Games Athlete Competed In,Won_Gold_True,Won_Silver_True,Won_Bronze_True,Athlete's Gold Medals,Athlete's Silver Medals,Athlete's Bronze Medals,Male_True
Lize Broekx,BEL,2020,1,2,1,0,0,0,0,0,0,0
Stef Broenink,NED,2020,1,1,1,0,1,0,0,1,0,1
Nadine Broersen,NED,2020,1,2,3,0,0,0,0,0,0,0
Trayvon Bromell,USA,2020,1,4,2,0,0,0,0,0,0,1
Junelle Bromfield,JAM,2020,1,2,1,0,0,1,0,0,1,0
Michelle Bromley,AUS,2020,1,2,1,0,0,0,0,0,0,0
Lucy Bronze,GBR,2020,1,1,1,0,0,0,0,0,0,0
Declan Brooks,GBR,2020,1,1,1,0,0,1,0,0,1,1
Jelena Brooks,SRB,2020,1,1,1,0,0,0,0,0,0,0
Suzannah Brookshire,MEX,2020,1,1,1,0,0,0,0,0,0,0
Amandine Brossier,FRA,2020,1,2,1,0,0,0,0,0,0,0
Blake Broszus,CAN,2020,1,1,1,0,0,0,0,0,0,1
Gayle Broughton,NZL,2020,1,2,2,1,0,0,1,1,0,0
Alexander Brouwer,NED,2020,1,2,2,0,0,0,0,0,1,1
Aaron Brown,CAN,2020,1,5,3,0,0,0,0,0,2,1
Abbie Brown,GBR,2020,1,1,1,0,0,0,0,0,0,0
Alicia Brown,CAN,2020,1,3,2,0,0,0,0,0,0,0
Colton Brown,USA,2020,1,2,2,0,0,0,0,0,0,1
Erika Brown,USA,2020,1,3,1,0,0,0,0,1,1,0
Grace Brown,AUS,2020,1,2,1,0,0,0,0,0,0,0
Ira Brown,JPN,2020,1,1,1,0,0,0,0,0,0,1
Javeir Brown,JAM,2020,1,1,1,0,0,0,0,0,0,1
Joanna Brown,CAN,2020,1,2,1,0,0,0,0,0,0,0
Maceo Brown,USA,2020,1,1,1,0,0,0,0,0,0,1
Mackenzie Brown,USA,2020,1,4,2,0,0,0,0,0,0,0
Max Brown,NZL,2020,1,1,1,0,0,0,0,0,0,1
Ricardo Brown,JAM,2020,1,1,1,0,0,0,0,0,0,1
Ronald Brown,RSA,2020,1,1,1,0,0,0,0,0,0,1
Sky Brown,GBR,2020,1,1,1,0,0,1,0,0,1,0
Kwesi Browne,TTO,2020,1,2,1,0,0,0,0,0,0,1
Kayle Browning,USA,2020,1,2,1,0,1,0,0,1,0,0
Rohan Browning,AUS,2020,1,1,1,0,0,0,0,0,0,1
Jonathan Brownlee,GBR,2020,1,3,3,0,0,0,1,1,1,1
Lauren Bruce,NZL,2020,1,1,1,0,0,0,0,0,0,0
Nick Bruce,USA,2020,1,1,1,0,0,0,0,0,0,1
Luc Bruchet,CAN,2020,1,1,1,0,0,0,0,0,0,1
Julia Brueckler,AUT,2020,1,1,1,0,0,0,0,0,0,0
Sarah Bruessler,GER,2020,1,1,1,0,0,0,0,0,0,0
Lore Bruggeman,BEL,2020,1,1,1,0,0,0,0,0,0,0
Annika Bruhn,GER,2020,1,8,3,0,0,0,0,0,0,0
Ese Brume,NGR,2020,1,3,2,0,0,1,0,0,1,0
Kristoffer Brun,NOR,2020,1,2,3,0,0,0,0,0,1,1
Manon Brunet,FRA,2020,1,4,2,0,0,1,0,1,1,0
Rachele Bruni,ITA,2020,2,2,2,0,0,0,0,1,0,0
Roberta Bruni,ITA,2020,1,1,1,0,0,0,0,0,0,0
Nicolas Brussino,ARG,2020,1,1,1,0,0,0,0,0,0,1
Niels Bruynseels,BEL,2020,1,2,1,0,0,1,0,0,1,1
David Brydon,NZL,2020,1,1,1,0,0,0,0,0,0,1
Michal Bryl,POL,2020,1,1,1,0,0,0,0,0,0,1
Tim Brys,BEL,2020,1,1,1,0,0,0,0,0,0,1
Anastasiya Bryzhina,UKR,2020,1,1,1,0,0,0,0,0,0,0
Marcin Brzezinski,POL,2020,1,1,1,0,0,0,0,0,0,1
Artur Brzozowski,POL,2020,1,3,3,0,0,0,0,0,0,1
Yousif Bu,KSA,2020,1,1,1,0,0,0,0,0,0,1
Tingkai Bu,CHN,2020,1,2,1,0,0,0,0,0,0,1
Sorry Buaro,GAM,2020,1,1,1,0,0,0,0,0,0,1
Alexander Bublik,KAZ,2020,1,2,1,0,0,0,0,0,0,1
Kadeisha Buchanan,CAN,2020,1,2,2,1,0,0,1,0,1,0
Rushlee Buchanan,NZL,2020,2,3,2,0,0,0,0,0,0,0
Amandine Buchard,FRA,2020,1,2,1,0,1,0,1,1,0,0
Simon Bucher,AUT,2020,1,1,1,0,0,0,0,0,0,1
Matthijs Buchli,NED,2020,1,3,1,1,0,0,1,0,0,1
Emanuel Buchmann,GER,2020,2,2,2,0,0,0,0,0,0,1
Charlotte Buck,USA,2020,1,1,1,0,0,0,0,0,0,0
Ben Buckingham,AUS,2020,1,1,1,0,0,0,0,0,0,1
Charlie Buckingham,USA,2020,1,2,2,0,0,0,0,0,0,1
Carolyn Buckle,AUS,2020,1,1,1,0,0,0,0,0,0,0
Hannah Buckling,AUS,2020,1,2,2,0,0,0,0,0,0,0
Jakub Buczek,CAN,2020,1,1,1,0,0,0,0,0,0,1
Arun Budcharern,LAO,2020,1,1,1,0,0,0,0,0,0,0
Anatolii Budiak,UKR,2020,1,1,1,0,0,0,0,0,0,1
Laura Bueno,ESP,2020,1,1,1,0,0,0,0,0,0,0
Leticia Bufoni,BRA,2020,1,1,1,0,0,0,0,0,0,0
Josh Bugajski,GBR,2020,1,1,1,0,0,1,0,0,1,1
Fernando Bugallo,ARG,2020,1,1,1,0,0,0,0,0,0,1
Philipp Buhl,GER,2020,1,2,2,0,0,0,0,0,0,1
Laerke Buhl-hansen,DEN,2020,1,1,1,0,0,0,0,0,0,0
Iuliana Buhus,ROU,2020,1,1,1,0,0,0,0,0,0,0
Kim Bui,GER,2020,2,10,3,0,0,0,0,0,0,0
Pamphinette Buisa,CAN,2020,1,1,1,0,0,0,0,0,0,0
Bianca Buitendag,RSA,2020,1,1,1,0,1,0,0,1,0,0
Eugenia Bujak,SLO,2020,1,1,1,0,0,0,0,0,0,0
Mandy Bujold,CAN,2020,1,2,2,0,0,0,0,0,0,0
Vladyslav Bukhov,UKR,2020,1,1,1,0,0,0,0,0,0,1
Luka Bukic,CRO,2020,1,1,1,0,0,0,0,0,0,1
Konrad Bukowiecki,POL,2020,1,2,2,0,0,0,0,0,0,1
Daniela Bulaich,ARG,2020,1,1,1,0,0,0,0,0,0,0
Alyssa Bull,AUS,2020,2,3,2,0,0,0,0,0,0,0
Tyson Bull,AUS,2020,1,2,1,0,0,0,0,0,0,1
Josephine Bulmer,AUS,2020,1,2,1,0,0,0,0,0,0,0
Daryl Bultor,FRA,2020,1,1,1,1,0,0,1,0,0,1
Johanna Bundsen,SWE,2020,1,2,2,0,0,0,0,0,0,0
Claudia Bunge,NZL,2020,1,1,1,0,0,0,0,0,0,0
Scotty Burcham,ISR,2020,1,1,1,0,0,0,0,0,0,1
Remona Burchell,JAM,2020,1,1,1,1,0,0,1,0,0,0
Mikolaj Burda,POL,2020,1,1,1,0,0,0,0,0,0,1
Federico Burdisso,ITA,2020,1,3,1,0,0,0,0,0,2,1
Felix Burestedt,SWE,2020,1,1,1,0,0,0,0,0,0,1
Alex Burger,RSA,2020,1,1,1,0,0,0,0,0,0,1
Guillaume Burger,FRA,2020,1,2,1,0,0,0,0,0,0,1
Adam Burgess,GBR,2020,1,1,1,0,0,0,0,0,0,1
Alexandra Burghardt,GER,2020,1,2,1,0,0,0,0,0,0,0
Samuele Burgo,ITA,2020,1,2,1,0,0,0,0,0,0,1
Katalin Burian,HUN,2020,1,2,1,0,0,0,0,0,0,0
Elena Burkard,GER,2020,1,1,1,0,0,0,0,0,0,0
Mario Burke,BAR,2020,1,1,1,0,0,0,0,0,0,1
Hannah Burkhill,AUS,2020,1,1,1,0,0,0,0,0,0,0
Quanesha Burks,USA,2020,1,1,1,0,0,0,0,0,0,0
Peter Burling,NZL,2020,1,3,4,0,1,0,1,2,0,1
Pedro Burmann,BRA,2020,1,1,1,0,0,0,0,0,0,1
Anna Burnet,GBR,2020,1,1,1,0,1,0,0,1,0,0
Taymir Burnet,NED,2020,1,2,1,0,0,0,0,0,0,1
Derek Burnett,IRL,2020,1,2,5,0,0,0,0,0,0,1
Tom Burns,NZL,2020,1,1,1,0,0,0,0,0,0,1
Keeno Burrell,JAM,2020,1,1,1,0,0,0,0,0,0,1
Brian Burrows,USA,2020,1,2,1,0,0,0,0,0,1,1
Abi Burton,GBR,2020,1,1,1,0,0,0,0,0,0,0
Bianka Busa,SRB,2020,1,1,1,0,0,1,0,0,1,0
Luigi Busa,ITA,2020,1,1,1,1,0,0,1,0,0,1
Mattia Busato,ITA,2020,1,1,1,0,0,0,0,0,0,1
Kim Busch,NED,2020,1,1,1,0,0,0,0,0,0,0
Camille Buscomb,NZL,2020,1,2,1,0,0,0,0,0,0,0
Andro Buslje,CRO,2020,1,1,1,0,0,0,0,0,0,1
Theo Bussiere,FRA,2020,1,1,1,0,0,0,0,0,0,1
Carlos Bustamante,MEX,2020,1,1,1,0,0,0,0,0,0,1
Esteban Bustos,CHI,2020,1,1,1,0,0,0,0,0,0,1
Alejandro Bustos,ESP,2020,1,1,1,0,0,0,0,0,0,1
Tohar Butbul,ISR,2020,1,2,1,0,0,0,0,0,1,1
Andrew Butchart,GBR,2020,1,2,2,0,0,0,0,0,0,1
Chatchai-decha Butdee,THA,2020,1,1,1,0,0,0,0,0,0,1
Mykola Butsenko,UKR,2020,1,2,2,0,0,0,0,0,0,1
Alycia Butterworth,CAN,2020,1,1,1,0,0,0,0,0,0,0
Lindsey Butterworth,CAN,2020,1,1,1,0,0,0,0,0,0,0
Tynita Butts-townsend,USA,2020,1,1,1,0,0,0,0,0,0,0
Dajana Butulija,SRB,2020,1,2,2,0,0,0,0,0,1,0
Rafael Buzacarini,BRA,2020,1,3,2,0,0,0,0,0,0,1
Mihaela Buzarnescu,ROU,2020,1,1,1,0,0,0,0,0,0,0
Shadiri Bwogi,UGA,2020,1,1,1,0,0,0,0,0,0,1
Atheyna Bylon,PAN,2020,1,2,2,0,0,0,0,0,0,0
Ronan Byrne,IRL,2020,1,1,1,0,0,0,0,0,0,1
Liliana Ca,POR,2020,1,1,1,0,0,0,0,0,0,0
Juan-sebastian Cabal,COL,2020,1,1,1,0,0,0,0,0,0,1
Denia Caballero,CUB,2020,1,1,1,0,0,0,0,0,0,0
Cristina Cabana,ESP,2020,1,1,1,0,0,0,0,0,0,0
Ana Cabecinha,POR,2020,1,2,4,0,0,0,0,0,0,0
Jitka Cabelicka,CZE,2020,1,1,1,0,0,0,0,0,0,0
Alexandrina Cabral,ESP,2020,1,1,1,0,0,0,0,0,0,0
Melky Cabrera,DOM,2020,1,1,1,0,0,1,0,0,1,1
Liberato Cacace,NZL,2020,1,1,1,0,0,0,0,0,0,1
Ilaria Cacciamani,ITA,2020,1,1,1,0,0,0,0,0,0,0
Eusebio Caceres,ESP,2020,1,1,1,0,0,0,0,0,0,1
Anthony Caci,FRA,2020,1,1,1,0,0,0,0,0,0,1
Nikolina Cacic,CRO,2020,1,1,1,0,0,0,0,0,0,0
Sasa Cado,SRB,2020,1,1,1,0,0,0,0,0,0,0
Shane Cadogan,VIN,2020,1,1,1,0,0,0,0,0,0,1
Maria Caetano,POR,2020,1,2,1,0,0,0,0,0,0,0
Francisco Caffaro,ARG,2020,1,1,1,0,0,0,0,0,0,1
Alex Cai,CAN,2020,1,2,1,0,0,0,0,0,0,1
Zelin Cai,CHN,2020,1,1,1,0,0,0,0,0,0,1
Juan Caicedo,ECU,2020,1,1,1,0,0,0,0,0,0,1
Carlos Caicedo,ECU,2020,1,2,2,0,0,0,0,0,0,1
Chiara Cainero,ITA,2020,1,2,5,0,0,0,1,1,0,0
Jenna Caira,CAN,2020,1,1,1,0,0,1,0,0,1,0
Anne Cairns,SAM,2020,2,4,2,0,0,0,0,0,0,0
Tandara Caixeta,BRA,2020,1,2,2,0,1,0,1,1,0,0
Naz Cakiroglu,TUR,2020,1,1,1,0,1,0,0,1,0,0
Gatis Cakss,LAT,2020,1,1,1,0,0,0,0,0,0,1
Giulio Calabro,ITA,2020,1,1,1,0,0,0,0,0,0,1
Hugo Calderano,BRA,2020,1,4,2,0,0,0,0,0,0,1
Oswaldo Calel,GUA,2020,1,1,1,0,0,0,0,0,0,1
Kubra Caliskan,TUR,2020,1,1,1,0,0,0,0,0,0,0
Briken Calja,ALB,2020,1,2,3,0,0,0,0,0,0,1
Mark Caljouw,NED,2020,1,1,1,0,0,0,0,0,0,1
Patrick Callan,USA,2020,1,1,1,0,0,0,0,0,0,1
Beatrice Callegari,ITA,2020,2,2,2,0,0,0,0,0,0,0
Hannah Calvert,RSA,2020,1,1,1,0,0,0,0,0,0,0
Jasmine Camacho-quinn,PUR,2020,1,2,2,1,0,0,1,0,0,0
Ebrima Camara,GAM,2020,1,1,1,0,0,0,0,0,0,1
Yarie Camara,GUI,2020,1,1,1,0,0,0,0,0,0,0
Seco Camara,GBS,2020,1,1,1,0,0,0,0,0,0,1
Mattia Camboni,ITA,2020,1,2,2,0,0,0,0,0,0,1
Lloydricia Cameron,JAM,2020,1,1,1,0,0,0,0,0,0,0
Andre Camilo,BRA,2020,1,2,1,0,0,0,0,0,0,1
Facundo Campazzo,ARG,2020,1,2,3,0,0,0,0,0,0,1
Bronte Campbell,AUS,2020,1,5,3,1,0,0,2,0,1,0
Cate Campbell,AUS,2020,1,8,4,0,0,0,4,1,3,0
Jade Campbell,GBR,2020,1,1,1,0,1,0,0,1,0,0
Jane Campbell,USA,2020,1,1,1,0,0,1,0,0,1,0
Jesse Campbell,NZL,2020,1,2,1,0,0,0,0,0,0,1
Luke Campbell,GER,2020,3,4,3,0,0,0,1,0,0,1
Richard Campbell,AUS,2020,1,2,4,0,0,0,0,0,0,1
Taylor Campbell,GBR,2020,1,1,1,0,0,0,0,0,0,1
Teniel Campbell,TTO,2020,1,1,1,0,0,0,0,0,0,0
Jorge Campillo,ESP,2020,1,1,1,0,0,0,0,0,0,1
Kevin Campion,FRA,2020,1,1,1,0,0,0,0,0,0,1
Alfredo Campo,ECU,2020,1,1,1,0,0,0,0,0,0,1
Jorge Campos,CUB,2020,1,1,1,0,0,0,0,0,0,1
Henry Campos,PER,2020,1,1,1,0,0,0,0,0,0,1
Luiza Campos,BRA,2020,1,2,2,0,0,0,0,0,0,0
Natalia Campos,CHI,2020,1,1,1,0,0,0,0,0,0,0
Rafael Campos,PUR,2020,1,1,1,0,0,0,0,0,0,1
Tiago Campos,POR,2020,1,1,1,0,0,0,0,0,0,1
Daniela Campuzano,MEX,2020,1,1,1,0,0,0,0,0,0,0
Yasemin Can,TUR,2020,1,4,2,0,0,0,0,0,0,0
Jaime Canalejo,ESP,2020,1,1,1,0,0,0,0,0,0,1
Antonia Canales,CHI,2020,1,1,1,0,0,0,0,0,0,0
Vlatko Cancar,SLO,2020,1,1,1,0,0,0,0,0,0,1
Alfonso Canelo,VEN,2020,1,1,1,0,0,0,0,0,0,1
Kayla Canett,USA,2020,1,1,1,0,0,0,0,0,0,0
Romain Cannone,FRA,2020,1,2,1,1,0,0,1,0,0,1
Aimee Canny,RSA,2020,1,2,1,0,0,0,0,0,0,0
Carmen Cano,ESP,2020,1,1,1,0,0,0,0,0,0,0
Rosalind Canter,GBR,2020,1,1,1,1,0,0,1,0,0,0
Patricia Cantero,ESP,2020,1,1,1,0,0,0,0,0,0,0
Karol-ann Canuel,CAN,2020,1,2,1,0,0,0,0,0,0,0
Yuan Cao,CHN,2020,1,2,1,1,0,0,1,1,0,1
Gustavo Capdeville,POR,2020,1,1,1,0,0,0,0,0,0,1
Andrew Capobianco,USA,2020,1,2,1,0,0,0,0,1,0,1
Nicolas Capogrosso,ARG,2020,1,1,1,0,0,0,0,0,0,1
Teodorico Caporaso,ITA,2020,1,2,2,0,0,0,0,0,0,1
Ignacio Carambula,ITA,2020,1,1,1,0,0,0,0,0,0,1
Rita Caramignoli,ITA,2020,1,2,1,0,0,0,0,0,0,0
Richard Carapaz,ECU,2020,1,1,1,1,0,0,1,0,0,1
Roberto Carballes,ESP,2020,1,2,1,0,0,0,0,0,0,1
Ona Carbonell,ESP,2020,1,1,1,0,0,0,0,0,0,0
Devon Card,RSA,2020,1,1,1,0,0,0,0,0,0,1
Kelsey Card,USA,2020,1,2,2,0,0,0,0,0,0,0
Ally Carda,USA,2020,1,1,1,0,1,0,0,1,0,0
Adan Cardenas,MEX,2020,1,1,1,0,0,0,0,0,0,1
Jose Cardona,MEX,2020,1,1,1,0,0,0,0,0,0,1
Joan Cardona,ESP,2020,1,1,1,0,0,1,0,0,1,1
Adriana Cardoso,BRA,2020,1,1,1,0,0,0,0,0,0,0
Valle Cardozo,VEN,2020,1,1,1,0,0,0,0,0,0,0
Jade Carey,USA,2020,1,5,1,0,0,0,1,0,0,0
Michelle Carey,IRL,2020,2,3,3,0,0,0,0,0,0,0
Daniel Cargnin,BRA,2020,1,2,1,0,0,1,0,0,1,1
Angela Carini,ITA,2020,1,1,1,0,0,0,0,0,0,0
Giacomo Carini,ITA,2020,1,1,1,0,0,0,0,0,0,1
Andreas Cariolou,CYP,2020,1,1,1,0,0,0,0,0,0,1
Gabrielle Carle,CAN,2020,1,1,1,1,0,0,1,0,0,0
Bridget Carleton,CAN,2020,1,1,1,0,0,0,0,0,0,0
Sarah Carli,AUS,2020,1,1,1,0,0,0,0,0,0,0
Thomas Carlile,FRA,2020,1,2,1,0,0,1,0,0,1,1
Jack Carlin,GBR,2020,1,3,1,0,1,0,0,1,1,1
Azenaide Carlos,ANG,2020,1,2,4,0,0,0,0,0,0,0
Jonathan Carlsbogard,SWE,2020,1,1,1,0,0,0,0,0,0,1
Jenny Carlson,SWE,2020,1,1,1,0,0,0,0,0,0,0
Sholto Carnegie,GBR,2020,1,1,1,0,0,0,0,0,0,1
Angelo Caro,PER,2020,1,1,1,0,0,0,0,0,0,1
Emily Carosone,ITA,2020,1,1,1,0,0,0,0,0,0,0
Matias Carou,ARG,2020,1,1,1,0,0,0,0,0,0,1
Ellie Carpenter,AUS,2020,1,2,2,0,0,0,0,0,0,0
Marjorie Carpreaux,BEL,2020,1,1,1,0,0,0,0,0,0,0
Cecilia Carranza,ARG,2020,1,1,1,0,0,0,0,0,0,0
Martina Carraro,ITA,2020,1,4,2,0,0,0,0,0,0,0
Manuel Carrasco,VEN,2020,1,1,1,0,0,0,0,0,0,1
Pablo Carreno,ESP,2020,1,3,1,0,0,1,0,0,1,1
Raquel Carrera,ESP,2020,1,1,1,0,0,0,0,0,0,0
Marina Carrier,AUS,2020,1,1,1,0,0,0,0,0,0,0
Duilio Carrillo,MEX,2020,1,1,1,0,0,0,0,0,0,1
Marko Carrillo,PER,2020,1,2,1,0,0,0,0,0,0,1
Lisa Carrington,NZL,2020,2,7,3,1,0,0,5,0,1,0
Fernando Carro,ESP,2020,1,1,1,0,0,0,0,0,0,1
Naomi Carroll,IRL,2020,1,1,1,0,0,0,0,0,0,0
Fini Carstensen,DEN,2020,1,1,1,0,0,0,0,0,0,1
Anthony Carter,USA,2020,1,1,1,0,1,0,0,1,0,1
Dylan Carter,TTO,2020,1,5,2,0,0,0,0,0,0,1
Bianca Caruso,ITA,2020,1,1,1,0,0,0,0,0,0,0
Damiano Caruso,ITA,2020,2,3,2,0,0,0,0,0,0,1
Lucas Carvalho,BRA,2020,1,1,1,0,0,0,0,0,0,1
Queralt Casas,ESP,2020,1,1,1,0,0,0,0,0,0,0
Triston Casas,USA,2020,1,1,1,0,1,0,0,1,0,1
Maico Casella,ARG,2020,1,1,1,0,0,0,0,0,0,1
Belen Casetta,ARG,2020,1,1,1,0,0,0,0,0,0,0
Aoife Casey,IRL,2020,1,1,1,0,0,0,0,0,0,0
Paul Casey,GBR,2020,1,1,1,0,0,0,0,0,0,1
Amy Cashin,AUS,2020,1,1,1,0,0,0,0,0,0,0
Miriam Casillas,ESP,2020,1,2,1,0,0,0,0,0,0,0
Charlotte Caslick,AUS,2020,1,2,2,0,0,0,1,0,0,0
Tammaro Cassandro,ITA,2020,1,1,1,0,0,0,0,0,0,1
Andrea Cassara,ITA,2020,1,2,1,0,0,0,0,0,0,1
Matthias Casse,BEL,2020,1,1,1,0,0,1,0,0,1,1
Dayaan Cassiem,RSA,2020,1,1,1,0,0,0,0,0,0,1
Mustaphaa Cassiem,RSA,2020,1,1,1,0,0,0,0,0,0,1
Alexandre Cassin,FRA,2020,1,1,1,0,0,0,0,0,0,1
Jennifer Casson,CAN,2020,1,1,1,0,0,0,0,0,0,0
Matteo Castaldo,ITA,2020,1,2,2,0,0,1,0,0,2,1
Alexander Castaneda,COL,2020,1,1,1,0,0,0,0,0,0,1
Gabriel Castano,MEX,2020,1,1,1,0,0,0,0,0,0,1
Jorge Castel,PAN,2020,1,1,1,0,0,0,0,0,0,1
Mercedes Castellanos,ESP,2020,1,1,1,0,0,0,0,0,0,0
Arianna Castiglioni,ITA,2020,1,3,2,0,0,0,0,0,0,0
Brenda Castillo,DOM,2020,1,2,2,0,0,0,0,0,0,0
Gabriel Castillo,BOL,2020,1,1,1,0,0,0,0,0,0,1
Rut Castillo,MEX,2020,1,1,1,0,0,0,0,0,0,0
Yahel Castillo,MEX,2020,1,1,1,0,0,0,0,0,0,1
Luis Castillo,DOM,2020,1,1,1,0,0,1,0,0,1,1
Cesar Castillo,ECU,2020,1,1,1,0,0,0,0,0,0,1
Matilda Castren,FIN,2020,1,1,1,0,0,0,0,0,0,0
Angela Castro,BOL,2020,1,1,1,0,0,0,0,0,0,0
Daniel Castro,ESP,2020,1,2,1,0,0,0,0,0,0,1
Simona Castro,CHI,2020,1,5,1,0,0,0,0,0,0,0
Steph Catley,AUS,2020,1,1,1,0,0,0,0,0,0,0
Remi Cavagna,FRA,2020,1,2,1,0,0,0,0,0,0,1
Valentina Cavallar,AUT,2020,1,1,1,0,0,0,0,0,0,0
Marta Cavalli,ITA,2020,1,1,1,0,0,0,0,0,0,0
Domiziana Cavanna,ITA,2020,1,1,1,0,0,0,0,0,0,0
Agnis Cavars,LAT,2020,1,1,1,1,0,0,1,0,0,1
Lavena Cavuru,FIJ,2020,1,1,1,0,0,1,0,0,1,0
Magda Cazanga,ANG,2020,1,2,3,0,0,0,0,0,0,0
Maite Cazorla,ESP,2020,1,1,1,0,0,0,0,0,0,0
Dani Ceballos,ESP,2020,1,1,1,0,1,0,0,1,0,1
Jakob Cebasek,SLO,2020,1,1,1,0,0,0,0,0,0,1
Sofia Ceccarello,ITA,2020,1,3,1,0,0,0,0,0,0,0
Elisa Cecchetti,ITA,2020,1,1,1,0,0,0,0,0,0,0
Greta Cecchetti,ITA,2020,1,1,1,0,0,0,0,0,0,0
Thomas Ceccon,ITA,2020,1,5,1,0,0,0,0,1,1,1
Machel Cedenio,TTO,2020,1,4,2,0,0,0,0,0,0,1
Euri Cedeno,DOM,2020,1,1,1,0,0,0,0,0,0,1
Kristjan Ceh,SLO,2020,1,1,1,0,0,0,0,0,0,1
Jan Cejka,CZE,2020,1,2,1,0,0,0,0,0,0,1
Manuel Celaya,MEX,2020,1,1,1,0,0,0,0,0,0,1
Thabo Cele,RSA,2020,1,1,1,0,0,0,0,0,0,1
Vuk Celic,SRB,2020,1,1,1,0,0,0,0,0,0,1
Nick Celis,BEL,2020,1,1,1,0,0,0,0,0,0,1
Lin Cenholt,DEN,2020,1,1,1,0,0,0,0,0,0,0
Martina Centofanti,ITA,2020,1,2,2,0,0,1,0,0,1,0
Maria Centracchio,ITA,2020,1,2,1,0,0,1,0,0,1,0
Matthew Centrowitz,USA,2020,1,1,1,0,0,0,0,0,0,1
Veronica Cepede,PAR,2020,1,1,1,0,0,0,0,0,0,0
Adriana Cerezo,ESP,2020,1,1,1,0,1,0,0,1,0,0
Larisa Ceric,BIH,2020,1,1,1,0,0,0,0,0,0,0
Linda Cerruti,ITA,2020,2,4,2,0,0,0,0,0,0,0
Isadora Cerullo,BRA,2020,1,2,2,0,0,0,0,0,0,0
Francisco Cerundolo,ARG,2020,1,1,1,0,0,0,0,0,0,1
Alison Cerutti,BRA,2020,1,2,3,0,0,0,1,1,0,1
Brittany Cervantes,MEX,2020,1,1,1,0,0,0,0,0,0,0
Diego Cervantes,MEX,2020,1,1,1,0,0,0,0,0,0,1
Marketa Cervenkova,CZE,2020,1,1,1,0,0,0,0,0,0,0
Taciana Cesar,GBS,2020,1,1,1,0,0,0,0,0,0,0
Elisabet Cesareo,ESP,2020,1,1,1,0,0,0,0,0,0,0
Federica Cesarini,ITA,2020,1,1,1,1,0,0,1,0,0,0
Bruno Cetraro,URU,2020,1,1,1,0,0,0,0,0,0,1
Woochan Cha,KOR,2020,1,1,1,0,0,0,0,0,0,1
Houda Chaabi,ALG,2020,1,1,1,0,0,0,0,0,0,0
Monika Chabel,POL,2020,1,1,1,0,0,0,0,0,0,0
Wiktor Chabel,POL,2020,1,2,2,0,0,0,0,0,0,1
Marcin Chabowski,POL,2020,1,1,1,0,0,0,0,0,0,1
Rosa Chacha,ECU,2020,1,2,3,0,0,0,0,0,0,0
. Chadalavada,IND,2020,1,1,1,0,0,0,0,0,0,0
Yujung Chae,KOR,2020,1,1,1,0,0,0,0,0,0,0
Hassan Chahdi,FRA,2020,1,1,1,0,0,0,0,0,0,1
Ichrak Chaib,ALG,2020,1,1,1,0,0,0,0,0,0,0
Viktoria Chaika,BLR,2020,1,2,1,0,0,0,0,0,0,0
Guillaume Chaine,FRA,2020,1,2,1,0,0,0,1,0,0,1
Sheila Chajira,KEN,2020,1,1,1,0,0,0,0,0,0,0
Vanessa Chala,ECU,2020,1,1,1,0,0,0,0,0,0,0
Javid Chalabiyev,AZE,2020,1,1,1,0,0,0,0,0,0,1
Emily Chalker,AUS,2020,1,1,1,0,0,0,0,0,0,0
Cameron Chalmers,GBR,2020,1,2,1,0,0,0,0,0,0,1
Kyle Chalmers,AUS,2020,1,7,2,0,1,0,1,1,4,1
Karapet Chalyan,ARM,2020,1,1,1,0,0,0,0,0,0,1
Noel Chama,MEX,2020,1,1,1,0,0,0,0,0,0,1
Frank Chamizo,ITA,2020,1,1,1,0,0,0,0,0,0,1
Joe Champness,NZL,2020,1,1,1,0,0,0,0,0,0,1
Wang Chan,HKG,2020,1,1,1,0,0,0,0,0,0,1
Hao-ching Chan,TPE,2020,1,1,1,0,0,0,0,0,0,0
V Chan,HKG,2020,1,1,1,0,0,0,0,0,0,0
Jonathan Chan,SGP,2020,1,1,1,0,0,0,0,0,0,1
Latisha Chan,TPE,2020,1,1,1,0,0,0,0,0,0,0
Soon Chan,MAS,2020,1,1,1,0,0,0,0,0,0,1
Tiffany Chan,HKG,2020,1,1,1,0,0,0,0,0,0,0
Olivia Chance,NZL,2020,1,1,1,0,0,0,0,0,0,0
Dutee Chand,IND,2020,1,3,2,0,0,0,0,0,0,0
Grace Chanda,ZAM,2020,1,1,1,0,0,0,0,0,0,0
Hellen Chanda,ZAM,2020,1,1,1,0,0,0,0,0,0,0
Apurvi Chandela,IND,2020,1,2,2,0,0,0,0,0,0,0
Chu-han Chang,TPE,2020,1,1,1,0,0,0,0,0,0,0
Heung Chang,KOR,2020,1,1,1,0,0,0,0,0,0,1
Yuan Chang,CHN,2020,1,1,1,0,0,0,0,0,0,0
Julia Chanourdie,FRA,2020,1,1,1,0,0,0,0,0,0,0
Kamolwan Chanyim,THA,2020,1,2,2,0,0,0,0,0,0,0
Allysha Chapman,CAN,2020,1,2,2,1,0,0,1,0,1,0
Jeremy Chardy,FRA,2020,1,2,1,0,0,0,0,0,0,1
Mikaili Charlemagne,LCA,2020,1,1,1,0,0,0,0,0,0,0
Harry Charles,GBR,2020,1,2,1,0,0,0,0,0,0,1
